2025 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:12 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
ACT,318,Bean,A,0,42128,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,860,25,7,47,86,1025
ACT,318,Bean,A,1,41426,"HOLGATE, James",Sustainable Australia Party - Universal Basic Income,SPP,N,N,206,4,2,8,13,233
ACT,318,Bean,A,2,41430,"HAYDON, John",Sustainable Australia Party - Universal Basic Income,SPP,N,N,28,0,0,1,4,33
ACT,318,Bean,B,0,42123,B Above-the-line Votes,David Pocock,DAVI,N,N,25992,545,136,947,2067,29687
ACT,318,Bean,B,1,40648,"POCOCK, David",David Pocock,DAVI,Y,Y,7489,133,35,263,444,8364
ACT,318,Bean,B,2,40649,"VARDY, Hannah",David Pocock,DAVI,N,N,113,5,1,4,12,135
ACT,318,Bean,C,0,42126,C Above-the-line Votes,Animal Justice Party,AJP,N,N,915,31,9,43,114,1112
ACT,318,Bean,C,1,41292,"SOXSMITH, Robyn",Animal Justice Party,AJP,N,N,125,1,0,2,10,138
ACT,318,Bean,C,2,41294,"KUDRYCZ, Walter",Animal Justice Party,AJP,N,N,24,0,0,0,0,24
ACT,318,Bean,D,0,42124,D Above-the-line Votes,Australian Labor Party,ALP,N,N,24281,470,120,1036,2047,27954
ACT,318,Bean,D,1,40664,"GALLAGHER, Katy",Australian Labor Party,ALP,Y,Y,3281,51,16,145,261,3754
ACT,318,Bean,D,2,40665,"OH, Janaline",Australian Labor Party,ALP,N,N,137,1,1,7,7,153
ACT,318,Bean,E,0,42125,E Above-the-line Votes,Liberal,LP,N,N,15048,277,64,692,1590,17671
ACT,318,Bean,E,1,41094,"VADAKKEDATHU, Jacob",Liberal,LP,N,N,1294,28,4,45,91,1462
ACT,318,Bean,E,2,41096,"LEE, Hayune",Liberal,LP,N,N,375,6,2,18,35,436
ACT,318,Bean,F,0,42129,F Above-the-line Votes,HEART/LIBERTARIAN,HETP,N,N,758,21,5,42,66,892
ACT,318,Bean,F,1,41938,"SEARSON-PRAKAASH, Elise",HEART Party,IMO,N,N,117,8,1,5,14,145
ACT,318,Bean,F,2,41942,"BROWN, Martin",Libertarian,LTP,N,N,150,4,2,6,15,177
ACT,318,Bean,G,0,42127,G Above-the-line Votes,Australian Greens,GRN,N,N,4643,191,42,307,376,5559
ACT,318,Bean,G,1,41391,"HOBBS, Christina",Australian Greens,GRN,N,N,707,25,5,44,44,825
ACT,318,Bean,G,2,41409,"ROCKE, Jo",Australian Greens,GRN,N,N,94,5,1,4,7,111
ACT,101,Canberra,A,0,42128,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,647,24,9,49,86,815
ACT,101,Canberra,A,1,41426,"HOLGATE, James",Sustainable Australia Party - Universal Basic Income,SPP,N,N,168,4,3,13,12,200
ACT,101,Canberra,A,2,41430,"HAYDON, John",Sustainable Australia Party - Universal Basic Income,SPP,N,N,41,1,0,6,3,51
ACT,101,Canberra,B,0,42123,B Above-the-line Votes,David Pocock,DAVI,N,N,27793,513,179,1688,2310,32483
ACT,101,Canberra,B,1,40648,"POCOCK, David",David Pocock,DAVI,Y,Y,9092,118,45,598,578,10431
ACT,101,Canberra,B,2,40649,"VARDY, Hannah",David Pocock,DAVI,N,N,184,5,0,14,15,218
ACT,101,Canberra,C,0,42126,C Above-the-line Votes,Animal Justice Party,AJP,N,N,621,24,3,43,108,799
ACT,101,Canberra,C,1,41292,"SOXSMITH, Robyn",Animal Justice Party,AJP,N,N,150,1,0,4,9,164
ACT,101,Canberra,C,2,41294,"KUDRYCZ, Walter",Animal Justice Party,AJP,N,N,29,0,0,3,10,42
ACT,101,Canberra,D,0,42124,D Above-the-line Votes,Australian Labor Party,ALP,N,N,20527,383,126,1478,1904,24418
ACT,101,Canberra,D,1,40664,"GALLAGHER, Katy",Australian Labor Party,ALP,Y,Y,3774,50,21,321,307,4473
ACT,101,Canberra,D,2,40665,"OH, Janaline",Australian Labor Party,ALP,N,N,156,4,4,11,27,202
ACT,101,Canberra,E,0,42125,E Above-the-line Votes,Liberal,LP,N,N,11034,191,65,833,1459,13582
ACT,101,Canberra,E,1,41094,"VADAKKEDATHU, Jacob",Liberal,LP,N,N,821,15,2,68,104,1010
ACT,101,Canberra,E,2,41096,"LEE, Hayune",Liberal,LP,N,N,327,6,1,29,40,403
ACT,101,Canberra,F,0,42129,F Above-the-line Votes,HEART/LIBERTARIAN,HETP,N,N,635,16,7,48,67,773
ACT,101,Canberra,F,1,41938,"SEARSON-PRAKAASH, Elise",HEART Party,IMO,N,N,125,1,0,5,10,141
ACT,101,Canberra,F,2,41942,"BROWN, Martin",Libertarian,LTP,N,N,104,2,1,4,9,120
ACT,101,Canberra,G,0,42127,G Above-the-line Votes,Australian Greens,GRN,N,N,6133,142,60,527,477,7339
ACT,101,Canberra,G,1,41391,"HOBBS, Christina",Australian Greens,GRN,N,N,1204,29,14,83,74,1404
ACT,101,Canberra,G,2,41409,"ROCKE, Jo",Australian Greens,GRN,N,N,104,0,1,5,8,118
ACT,102,Fenner,A,0,42128,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,837,35,13,63,96,1044
ACT,102,Fenner,A,1,41426,"HOLGATE, James",Sustainable Australia Party - Universal Basic Income,SPP,N,N,176,6,1,5,20,208
ACT,102,Fenner,A,2,41430,"HAYDON, John",Sustainable Australia Party - Universal Basic Income,SPP,N,N,28,2,0,1,4,35
ACT,102,Fenner,B,0,42123,B Above-the-line Votes,David Pocock,DAVI,N,N,23170,555,148,705,1751,26329
ACT,102,Fenner,B,1,40648,"POCOCK, David",David Pocock,DAVI,Y,Y,6418,153,37,164,396,7168
ACT,102,Fenner,B,2,40649,"VARDY, Hannah",David Pocock,DAVI,N,N,89,3,2,2,4,100
ACT,102,Fenner,C,0,42126,C Above-the-line Votes,Animal Justice Party,AJP,N,N,766,28,7,31,99,931
ACT,102,Fenner,C,1,41292,"SOXSMITH, Robyn",Animal Justice Party,AJP,N,N,107,2,2,4,13,128
ACT,102,Fenner,C,2,41294,"KUDRYCZ, Walter",Animal Justice Party,AJP,N,N,21,0,1,1,2,25
ACT,102,Fenner,D,0,42124,D Above-the-line Votes,Australian Labor Party,ALP,N,N,24865,527,174,957,1931,28454
ACT,102,Fenner,D,1,40664,"GALLAGHER, Katy",Australian Labor Party,ALP,Y,Y,3129,64,12,95,247,3547
ACT,102,Fenner,D,2,40665,"OH, Janaline",Australian Labor Party,ALP,N,N,157,6,1,6,10,180
ACT,102,Fenner,E,0,42125,E Above-the-line Votes,Liberal,LP,N,N,13570,306,91,596,1422,15985
ACT,102,Fenner,E,1,41094,"VADAKKEDATHU, Jacob",Liberal,LP,N,N,1049,24,6,27,88,1194
ACT,102,Fenner,E,2,41096,"LEE, Hayune",Liberal,LP,N,N,342,7,1,10,32,392
ACT,102,Fenner,F,0,42129,F Above-the-line Votes,HEART/LIBERTARIAN,HETP,N,N,762,20,3,39,70,894
ACT,102,Fenner,F,1,41938,"SEARSON-PRAKAASH, Elise",HEART Party,IMO,N,N,146,4,0,12,15,177
ACT,102,Fenner,F,2,41942,"BROWN, Martin",Libertarian,LTP,N,N,104,8,0,2,11,125
ACT,102,Fenner,G,0,42127,G Above-the-line Votes,Australian Greens,GRN,N,N,5534,185,51,262,386,6418
ACT,102,Fenner,G,1,41391,"HOBBS, Christina",Australian Greens,GRN,N,N,804,37,4,28,62,935
ACT,102,Fenner,G,2,41409,"ROCKE, Jo",Australian Greens,GRN,N,N,108,8,1,5,7,129
NSW,103,Banks,A,0,42144,A Above-the-line Votes,Labor,ALP,N,N,33529,1234,51,988,4600,40402
NSW,103,Banks,A,1,41774,"SHELDON, Tony",Labor,ALP,Y,Y,765,51,1,29,152,998
NSW,103,Banks,A,2,41783,"AYRES, Tim",Labor,ALP,Y,Y,74,3,0,3,11,91
NSW,103,Banks,A,3,41808,"BELJIC, Emilija",Labor,ALP,N,N,83,7,2,5,7,104
NSW,103,Banks,A,4,41867,"MCGREGOR, Victoria",Labor,ALP,N,N,55,1,0,2,10,68
NSW,103,Banks,A,5,41849,"SEWELL, Sharon",Labor,ALP,N,N,40,2,0,2,5,49
NSW,103,Banks,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,51,2,0,2,9,64
NSW,103,Banks,B,0,42131,B Above-the-line Votes,,,N,N,177,22,0,5,24,228
NSW,103,Banks,B,1,40822,"BODDY, Max",,,N,N,21,1,0,0,2,24
NSW,103,Banks,B,2,40816,"DOVE, Warwick",,,N,N,7,0,0,0,0,7
NSW,103,Banks,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,608,64,3,25,70,770
NSW,103,Banks,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,39,11,0,0,6,56
NSW,103,Banks,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,4,1,0,0,1,6
NSW,103,Banks,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,194,18,0,4,27,243
NSW,103,Banks,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,19,3,1,2,3,28
NSW,103,Banks,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,5,0,0,0,1,6
NSW,103,Banks,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,1037,79,0,49,104,1269
NSW,103,Banks,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,83,5,0,1,14,103
NSW,103,Banks,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,5,0,0,0,2,7
NSW,103,Banks,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,2983,138,1,97,453,3672
NSW,103,Banks,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,117,6,1,0,29,153
NSW,103,Banks,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,10,1,1,1,3,16
NSW,103,Banks,G,0,42134,G Above-the-line Votes,Animal Justice Party,AJP,N,N,811,51,2,32,162,1058
NSW,103,Banks,G,1,40792,"KERIN, Emma",Animal Justice Party,AJP,N,N,27,1,0,0,7,35
NSW,103,Banks,G,2,40797,"STELLINO, Matt",Animal Justice Party,AJP,N,N,0,1,0,0,0,1
NSW,103,Banks,H,0,42139,H Above-the-line Votes,Australian Christians,AUC,N,N,1468,78,4,61,219,1830
NSW,103,Banks,H,1,41897,"WOLFSON, Asher",Australian Christians,AUC,N,N,64,5,0,5,6,80
NSW,103,Banks,H,2,41909,"FISCHER, Duncan Gregg",Australian Christians,AUC,N,N,10,0,0,0,1,11
NSW,103,Banks,I,0,42143,I Above-the-line Votes,Libertarian / HEART / Gerard Rennick People First,PFHL,N,N,1906,62,1,54,149,2172
NSW,103,Banks,I,1,42038,"KELLY, Craig",Libertarian,LTP,N,N,75,4,0,3,15,97
NSW,103,Banks,I,2,42048,"O'NEILL, Michael",HEART Party,IMO,N,N,5,0,0,0,0,5
NSW,103,Banks,I,3,42077,"SEDMAN, Tracy",Gerard Rennick People First,GRPF,N,N,30,3,0,0,4,37
NSW,103,Banks,I,4,42057,"CHRISTOU, Steve",Libertarian,LTP,N,N,7,0,0,0,1,8
NSW,103,Banks,I,5,42047,"QUTAMI, Sonia",HEART Party,IMO,N,N,1,0,0,0,0,1
NSW,103,Banks,J,0,42132,J Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,2151,173,4,66,201,2595
NSW,103,Banks,J,1,40826,"HUNT, Miles",Legalise Cannabis Party,HMP,N,N,75,5,0,3,8,91
NSW,103,Banks,J,2,40831,"BALDERSTONE, Michael",Legalise Cannabis Party,HMP,N,N,10,0,0,0,0,10
NSW,103,Banks,J,3,40844,"ELLISTON, Tia",Legalise Cannabis Party,HMP,N,N,10,0,0,0,1,11
NSW,103,Banks,K,0,42141,K Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,185,9,0,7,41,242
NSW,103,Banks,K,1,42094,"BOURKE, William",Sustainable Australia Party - Universal Basic Income,SPP,N,N,20,0,0,0,2,22
NSW,103,Banks,K,2,42091,"CAMPBELL, Petra",Sustainable Australia Party - Universal Basic Income,SPP,N,N,3,0,0,1,0,4
NSW,103,Banks,L,0,42146,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,271,30,0,14,35,350
NSW,103,Banks,L,1,42087,"WHYMAN, Owen D",Indigenous - Aboriginal Party of Australia,IAP,N,N,23,3,0,0,2,28
NSW,103,Banks,L,2,42088,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,4,0,0,0,0,4
NSW,103,Banks,M,0,42138,M Above-the-line Votes,Trumpet of Patriots,CYA,N,N,2089,103,2,56,226,2476
NSW,103,Banks,M,1,41676,"NILE, Silvana",Trumpet of Patriots,CYA,N,N,47,4,1,0,7,59
NSW,103,Banks,M,2,41694,"ROBERTSON, Andrew",Trumpet of Patriots,CYA,N,N,9,0,0,0,0,9
NSW,103,Banks,M,3,41733,"MARTIN, Michelle",Trumpet of Patriots,CYA,N,N,7,0,0,0,0,7
NSW,103,Banks,N,0,42135,N Above-the-line Votes,Liberal & Nationals,LPNP,N,N,26643,735,35,676,4135,32224
NSW,103,Banks,N,1,41880,"BRAGG, Andrew",Liberal,LP,Y,Y,374,15,0,16,94,499
NSW,103,Banks,N,2,41905,"COLLINS, Jessica",Liberal,LP,Y,N,67,3,1,4,8,83
NSW,103,Banks,N,3,41916,"DAVEY, Perin",The Nationals,NP,N,Y,33,3,0,2,3,41
NSW,103,Banks,N,4,41923,"HUGHES, Hollie",Liberal,LP,N,Y,39,1,0,2,24,66
NSW,103,Banks,N,5,41932,"McARTHUR, Juliana",The Nationals,NP,N,N,14,0,0,0,1,15
NSW,103,Banks,N,6,41936,"BRINSMEAD, Rhiannon",Liberal,LP,N,N,20,3,0,0,5,28
NSW,103,Banks,O,0,42136,O Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,467,10,3,12,126,618
NSW,103,Banks,O,1,41946,"KOLOMEITZ, Glenn Raymond",Jacqui Lambie Network,JLN,N,N,41,1,0,1,13,56
NSW,103,Banks,O,2,41957,"SAHAY, Nikhita",Jacqui Lambie Network,JLN,N,N,2,0,0,0,0,2
NSW,103,Banks,P,0,42130,P Above-the-line Votes,Citizens Party,CEC,N,N,147,4,0,7,14,172
NSW,103,Banks,P,1,40834,"SCHMULOW, Andy",Citizens Party,CEC,N,N,15,0,1,0,0,16
NSW,103,Banks,P,2,40830,"LAWLER, Ann",Citizens Party,CEC,N,N,0,0,0,0,0,0
NSW,103,Banks,Q,0,42137,Q Above-the-line Votes,Socialist Alliance,SAL,N,N,163,6,0,8,27,204
NSW,103,Banks,Q,1,41877,"BOYLE, Peter",Socialist Alliance,SAL,N,N,5,2,0,1,1,9
NSW,103,Banks,Q,2,41883,"CHUTER, Andrew",Socialist Alliance,SAL,N,N,0,0,0,2,2,4
NSW,103,Banks,R,0,42145,R Above-the-line Votes,The Greens,GRN,N,N,8700,465,11,280,861,10317
NSW,103,Banks,R,1,41816,"FARUQI, Mehreen",The Greens,GRN,Y,Y,365,20,0,13,58,456
NSW,103,Banks,R,2,41832,"LLOYD, Eddie",The Greens,GRN,N,N,10,1,0,1,2,14
NSW,103,Banks,R,3,41853,"SELVENTHIRAN, Sujan",The Greens,GRN,N,N,3,1,0,0,1,5
NSW,103,Banks,R,4,41815,"BLOCH, Barbara",The Greens,GRN,N,N,14,1,0,0,2,17
NSW,103,Banks,R,5,41824,"FLOYD, Ethan",The Greens,GRN,N,N,3,1,0,0,2,6
NSW,103,Banks,R,6,41836,"JACOBS, Rachael",The Greens,GRN,N,N,35,1,0,4,5,45
NSW,103,Banks,UG,1,41762,"HARRIS, Kerrie Christina",Independent,IND,N,N,31,1,0,0,8,40
NSW,103,Banks,UG,2,42102,"PRICE, Shawn",,,N,N,12,1,0,0,3,16
NSW,103,Banks,UG,3,42071,"GRZIC, Warren",Independent,IND,N,N,8,0,0,1,2,11
NSW,104,Barton,A,0,42144,A Above-the-line Votes,Labor,ALP,N,N,38389,1618,53,1253,4537,45850
NSW,104,Barton,A,1,41774,"SHELDON, Tony",Labor,ALP,Y,Y,1032,60,3,53,144,1292
NSW,104,Barton,A,2,41783,"AYRES, Tim",Labor,ALP,Y,Y,75,6,0,6,11,98
NSW,104,Barton,A,3,41808,"BELJIC, Emilija",Labor,ALP,N,N,134,5,0,10,16,165
NSW,104,Barton,A,4,41867,"MCGREGOR, Victoria",Labor,ALP,N,N,81,2,0,1,15,99
NSW,104,Barton,A,5,41849,"SEWELL, Sharon",Labor,ALP,N,N,48,8,0,2,7,65
NSW,104,Barton,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,72,4,0,2,4,82
NSW,104,Barton,B,0,42131,B Above-the-line Votes,,,N,N,197,10,0,9,23,239
NSW,104,Barton,B,1,40822,"BODDY, Max",,,N,N,14,0,0,1,0,15
NSW,104,Barton,B,2,40816,"DOVE, Warwick",,,N,N,4,0,0,1,0,5
NSW,104,Barton,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,1212,54,0,25,83,1374
NSW,104,Barton,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,38,1,0,1,4,44
NSW,104,Barton,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,6,0,0,0,1,7
NSW,104,Barton,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,281,23,0,9,40,353
NSW,104,Barton,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,31,1,0,1,3,36
NSW,104,Barton,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,8,1,0,0,0,9
NSW,104,Barton,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,1106,69,0,36,104,1315
NSW,104,Barton,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,86,2,0,6,12,106
NSW,104,Barton,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,4,0,0,0,3,7
NSW,104,Barton,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,3084,160,4,121,404,3773
NSW,104,Barton,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,139,7,0,8,25,179
NSW,104,Barton,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,15,1,0,2,1,19
NSW,104,Barton,G,0,42134,G Above-the-line Votes,Animal Justice Party,AJP,N,N,786,51,1,24,165,1027
NSW,104,Barton,G,1,40792,"KERIN, Emma",Animal Justice Party,AJP,N,N,41,1,0,8,3,53
NSW,104,Barton,G,2,40797,"STELLINO, Matt",Animal Justice Party,AJP,N,N,3,0,0,0,0,3
NSW,104,Barton,H,0,42139,H Above-the-line Votes,Australian Christians,AUC,N,N,1323,88,3,45,152,1611
NSW,104,Barton,H,1,41897,"WOLFSON, Asher",Australian Christians,AUC,N,N,68,3,1,1,7,80
NSW,104,Barton,H,2,41909,"FISCHER, Duncan Gregg",Australian Christians,AUC,N,N,9,0,0,0,0,9
NSW,104,Barton,I,0,42143,I Above-the-line Votes,Libertarian / HEART / Gerard Rennick People First,PFHL,N,N,1623,94,2,55,154,1928
NSW,104,Barton,I,1,42038,"KELLY, Craig",Libertarian,LTP,N,N,70,6,0,0,12,88
NSW,104,Barton,I,2,42048,"O'NEILL, Michael",HEART Party,IMO,N,N,9,0,0,0,1,10
NSW,104,Barton,I,3,42077,"SEDMAN, Tracy",Gerard Rennick People First,GRPF,N,N,21,2,0,1,5,29
NSW,104,Barton,I,4,42057,"CHRISTOU, Steve",Libertarian,LTP,N,N,6,1,0,2,1,10
NSW,104,Barton,I,5,42047,"QUTAMI, Sonia",HEART Party,IMO,N,N,2,0,0,0,0,2
NSW,104,Barton,J,0,42132,J Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,2121,160,4,68,158,2511
NSW,104,Barton,J,1,40826,"HUNT, Miles",Legalise Cannabis Party,HMP,N,N,73,9,0,3,7,92
NSW,104,Barton,J,2,40831,"BALDERSTONE, Michael",Legalise Cannabis Party,HMP,N,N,7,0,0,1,2,10
NSW,104,Barton,J,3,40844,"ELLISTON, Tia",Legalise Cannabis Party,HMP,N,N,5,2,0,0,0,7
NSW,104,Barton,K,0,42141,K Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,223,15,0,7,36,281
NSW,104,Barton,K,1,42094,"BOURKE, William",Sustainable Australia Party - Universal Basic Income,SPP,N,N,13,1,0,2,1,17
NSW,104,Barton,K,2,42091,"CAMPBELL, Petra",Sustainable Australia Party - Universal Basic Income,SPP,N,N,3,0,0,0,1,4
NSW,104,Barton,L,0,42146,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,313,25,0,14,38,390
NSW,104,Barton,L,1,42087,"WHYMAN, Owen D",Indigenous - Aboriginal Party of Australia,IAP,N,N,33,4,0,2,6,45
NSW,104,Barton,L,2,42088,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,2,0,0,1,1,4
NSW,104,Barton,M,0,42138,M Above-the-line Votes,Trumpet of Patriots,CYA,N,N,2336,139,3,68,252,2798
NSW,104,Barton,M,1,41676,"NILE, Silvana",Trumpet of Patriots,CYA,N,N,80,3,1,1,4,89
NSW,104,Barton,M,2,41694,"ROBERTSON, Andrew",Trumpet of Patriots,CYA,N,N,5,2,0,0,1,8
NSW,104,Barton,M,3,41733,"MARTIN, Michelle",Trumpet of Patriots,CYA,N,N,4,0,0,0,1,5
NSW,104,Barton,N,0,42135,N Above-the-line Votes,Liberal & Nationals,LPNP,N,N,18207,780,14,587,2656,22244
NSW,104,Barton,N,1,41880,"BRAGG, Andrew",Liberal,LP,Y,Y,412,24,0,18,69,523
NSW,104,Barton,N,2,41905,"COLLINS, Jessica",Liberal,LP,Y,N,76,5,0,4,2,87
NSW,104,Barton,N,3,41916,"DAVEY, Perin",The Nationals,NP,N,Y,11,2,0,2,4,19
NSW,104,Barton,N,4,41923,"HUGHES, Hollie",Liberal,LP,N,Y,32,2,0,0,17,51
NSW,104,Barton,N,5,41932,"McARTHUR, Juliana",The Nationals,NP,N,N,21,1,0,1,3,26
NSW,104,Barton,N,6,41936,"BRINSMEAD, Rhiannon",Liberal,LP,N,N,20,1,0,0,3,24
NSW,104,Barton,O,0,42136,O Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,442,12,0,10,103,567
NSW,104,Barton,O,1,41946,"KOLOMEITZ, Glenn Raymond",Jacqui Lambie Network,JLN,N,N,30,4,0,1,6,41
NSW,104,Barton,O,2,41957,"SAHAY, Nikhita",Jacqui Lambie Network,JLN,N,N,0,0,0,1,1,2
NSW,104,Barton,P,0,42130,P Above-the-line Votes,Citizens Party,CEC,N,N,208,8,0,9,19,244
NSW,104,Barton,P,1,40834,"SCHMULOW, Andy",Citizens Party,CEC,N,N,15,0,0,3,2,20
NSW,104,Barton,P,2,40830,"LAWLER, Ann",Citizens Party,CEC,N,N,2,0,0,0,0,2
NSW,104,Barton,Q,0,42137,Q Above-the-line Votes,Socialist Alliance,SAL,N,N,255,7,3,8,33,306
NSW,104,Barton,Q,1,41877,"BOYLE, Peter",Socialist Alliance,SAL,N,N,18,1,0,0,4,23
NSW,104,Barton,Q,2,41883,"CHUTER, Andrew",Socialist Alliance,SAL,N,N,4,2,0,0,0,6
NSW,104,Barton,R,0,42145,R Above-the-line Votes,The Greens,GRN,N,N,10346,686,22,381,983,12418
NSW,104,Barton,R,1,41816,"FARUQI, Mehreen",The Greens,GRN,Y,Y,546,31,1,27,67,672
NSW,104,Barton,R,2,41832,"LLOYD, Eddie",The Greens,GRN,N,N,16,1,0,3,1,21
NSW,104,Barton,R,3,41853,"SELVENTHIRAN, Sujan",The Greens,GRN,N,N,13,1,0,0,0,14
NSW,104,Barton,R,4,41815,"BLOCH, Barbara",The Greens,GRN,N,N,17,0,0,0,3,20
NSW,104,Barton,R,5,41824,"FLOYD, Ethan",The Greens,GRN,N,N,11,3,0,0,2,16
NSW,104,Barton,R,6,41836,"JACOBS, Rachael",The Greens,GRN,N,N,55,0,0,1,8,64
NSW,104,Barton,UG,1,41762,"HARRIS, Kerrie Christina",Independent,IND,N,N,44,5,0,4,5,58
NSW,104,Barton,UG,2,42102,"PRICE, Shawn",,,N,N,11,0,0,0,4,15
NSW,104,Barton,UG,3,42071,"GRZIC, Warren",Independent,IND,N,N,9,0,0,0,1,10
NSW,105,Bennelong,A,0,42144,A Above-the-line Votes,Labor,ALP,N,N,38817,1283,55,1431,6296,47882
NSW,105,Bennelong,A,1,41774,"SHELDON, Tony",Labor,ALP,Y,Y,895,34,1,43,206,1179
NSW,105,Bennelong,A,2,41783,"AYRES, Tim",Labor,ALP,Y,Y,68,4,1,6,23,102
NSW,105,Bennelong,A,3,41808,"BELJIC, Emilija",Labor,ALP,N,N,72,1,0,6,24,103
NSW,105,Bennelong,A,4,41867,"MCGREGOR, Victoria",Labor,ALP,N,N,72,5,0,3,11,91
NSW,105,Bennelong,A,5,41849,"SEWELL, Sharon",Labor,ALP,N,N,27,4,0,5,2,38
NSW,105,Bennelong,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,62,0,0,3,17,82
NSW,105,Bennelong,B,0,42131,B Above-the-line Votes,,,N,N,129,4,0,3,25,161
NSW,105,Bennelong,B,1,40822,"BODDY, Max",,,N,N,13,1,0,0,4,18
NSW,105,Bennelong,B,2,40816,"DOVE, Warwick",,,N,N,8,0,0,0,1,9
NSW,105,Bennelong,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,284,18,0,19,47,368
NSW,105,Bennelong,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,22,0,0,1,8,31
NSW,105,Bennelong,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,1,0,0,0,0,1
NSW,105,Bennelong,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,656,19,1,24,86,786
NSW,105,Bennelong,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,52,2,0,3,6,63
NSW,105,Bennelong,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,8,0,0,0,4,12
NSW,105,Bennelong,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,1046,33,3,36,153,1271
NSW,105,Bennelong,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,75,3,0,3,15,96
NSW,105,Bennelong,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,1,0,0,1,1,3
NSW,105,Bennelong,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,1786,97,2,71,350,2306
NSW,105,Bennelong,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,113,8,1,5,38,165
NSW,105,Bennelong,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,7,0,0,0,3,10
